taxon	n_sampled_genomes	n_rt_positive_genomes	rank	n_exact_rt	n_physical_loci	prevalence_pct	prevalence_pct_ci_lo	prevalence_pct_ci_hi	loci_per_positive_genome	exact_rt_per_positive_genome	meets_min_sampled	unit	denominator
Legionellales	1466	898	order	402	1700	61.2551	58.735	63.7164	1.8931	0.4477	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Gemmatimonadales	1427	232	order	377	400	16.2579	14.4345	18.2625	1.7241	1.625	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Nanopelagicales	1426	20	order	18	23	1.4025	0.9097	2.1564	1.15	0.9	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Anaerolineales	1424	427	order	564	731	29.986	27.6626	32.417	1.7119	1.3208	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Pirellulales	1374	527	order	899	1029	38.3552	35.8199	40.9553	1.9526	1.7059	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Terriglobales	1329	594	order	1073	1219	44.6953	42.0414	47.3797	2.0522	1.8064	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
RFN20	1324	292	order	365	413	22.0544	19.9037	24.3668	1.4144	1.25	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
RF32	1296	501	order	360	669	38.6574	36.0434	41.3384	1.3353	0.7186	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Bacillales_B	1294	813	order	1648	2914	62.8284	60.161	65.4199	3.5843	2.0271	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Sphingobacteriales	1200	530	order	748	936	44.1667	41.3801	46.9905	1.766	1.4113	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Francisellales	1174	951	order	108	1041	81.0051	78.6615	83.1464	1.0946	0.1136	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Fusobacteriales	1166	318	order	265	431	27.2727	24.7942	29.9005	1.3553	0.8333	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Tissierellales	1159	409	order	586	789	35.289	32.5906	38.0847	1.9291	1.4328	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Solirubrobacterales	1137	188	order	305	315	16.5347	14.4888	18.8061	1.6755	1.6223	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Acholeplasmatales	1109	554	order	732	1475	49.9549	47.0174	52.8927	2.6625	1.3213	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Limisphaerales	1094	307	order	494	640	28.0622	25.48	30.7978	2.0847	1.6091	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Leptospirales	1065	309	order	274	539	29.0141	26.3678	31.8113	1.7443	0.8867	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Chlamydiales	1032	122	order	202	213	11.8217	9.992	13.9346	1.7459	1.6557	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Phycisphaerales	993	220	order	230	261	22.1551	19.6821	24.8426	1.1864	1.0455	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Streptosporangiales	986	359	order	692	818	36.4097	33.4644	39.4605	2.2786	1.9276	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Methylococcales	983	454	order	831	1096	46.1851	43.0895	49.3105	2.4141	1.8304	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Selenomonadales	959	285	order	435	508	29.7185	26.9115	32.6872	1.7825	1.5263	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Acidaminococcales	940	244	order	203	346	25.9574	23.2567	28.8539	1.418	0.832	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Chromatiales	937	459	order	955	1291	48.9861	45.796	52.1845	2.8126	2.0806	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Steroidobacterales	928	223	order	286	326	24.0302	21.3918	26.8826	1.4619	1.2825	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Bacillales_A	891	440	order	876	1330	49.3827	46.1096	52.6611	3.0227	1.9909	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Rhodospirillales	837	257	order	240	326	30.7049	27.674	33.9121	1.2685	0.9339	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Desulfobacterales	812	390	order	922	1156	48.0296	44.6105	51.4671	2.9641	2.3641	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Rs-D84	771	304	order	149	344	39.4293	36.0403	42.9231	1.1316	0.4901	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
SAR86	749	2	order	2	2	0.267	0.0733	0.9683	1.0	1.0	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Chthoniobacterales	726	161	order	202	236	22.1763	19.3053	25.3403	1.4658	1.2547	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Nitrospirales	690	226	order	299	353	32.7536	29.3557	36.3425	1.5619	1.323	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Bryobacterales	669	363	order	716	809	54.2601	50.4714	58.0001	2.2287	1.9725	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Synergistales	656	157	order	208	244	23.9329	20.8256	27.3438	1.5541	1.3248	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Pyrinomonadales	641	144	order	214	227	22.4649	19.4035	25.8543	1.5764	1.4861	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Deferribacterales	618	53	order	34	56	8.5761	6.6163	11.0476	1.0566	0.6415	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Marinisomatales	615	32	order	27	39	5.2033	3.7096	7.2531	1.2188	0.8438	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
S36-B12	609	50	order	51	58	8.2102	6.283	10.6613	1.16	1.02	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Borreliales	597	1	order	1	1	0.1675	0.0296	0.9426	1.0	1.0	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBA6257	594	249	order	311	391	41.9192	38.0155	45.9267	1.5703	1.249	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Deinococcales	587	61	order	63	71	10.3918	8.1754	13.1233	1.1639	1.0328	True	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
