toro_index	toro_header	s1_rt_phylogeny	mestre_terminal	mestre_accession	clade_EVALUATION_ONLY	fident	extract_coverage	exact_substring	mapped	toro_stated_start	toro_stated_end	extract_len	extract_sha256	mestre_protein_sha256
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1176	fig|458233.11.peg.419	8	0.277	0.6169	False	False	1	242	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	f83bdbd9fa3070cc256f3562e9afb61893cf47e574528740d78d315a44b0f296
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1690	fig|1121007.3.peg.1574	10	0.308	0.6331	False	False	142	400	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	4db987dd1d9089727ee92bd98c39d3ba59f9d89c9f8b1defcf619182d58cda53
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1759	fig|765913.3.peg.336	10	0.281	0.7944	False	False	184	439	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	aab3ecb4448481b5df0342f04135d7dabd39f2443ad5f9da0e02f357f5bc9fe5
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1005	fig|1265490.3.peg.2330	8	0.277	0.7016	False	False	2	282	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	2d6b2de653ffaf96dd084cd3fa644d16ed25a9b048e5a2e3928ca7d9366b7944
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1822	fig|1132441.3.peg.1888	11	0.319	0.746	False	False	126	392	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	de0fc2bf44941e6ce4d51ede7cf324b0aa4d54a44440d56cef35f8c97a992572
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1708	fig|1884311.3.peg.7121	10	0.287	0.7944	False	False	159	415	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	9786ba27dce2fd825d614bf9fce04eaf33d19c89c6f2ca4c5205667b7dd49deb
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1734	fig|454136.5.peg.3127	10	0.274	0.8145	False	False	143	399	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	c754b77bc1a03a60ee42bb971d6237b03efc8db85901b1cdc45c48a01627b1c5
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1894	fig|1220583.3.peg.1582	11	0.313	0.8347	False	False	105	358	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	1ab25fd54547d3ee5b26547582108f0adc17b6290bfdeacb6401f870874b645a
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1303	fig|1881035.3.peg.3817	9	0.311	0.3669	False	False	64	313	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	b257363f585756fe91b5e0efa0488ed85c9d8daa0b7fb272d0b4d7ed8f48227a
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1239	fig|1295133.4.peg.7170	8	0.292	0.6169	False	False	2	244	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	9bb32b32df2c32f187823c83997c952ea741cc0ed6389f9eb8b0b7192eda7ddb
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1293	fig|1931204.4.peg.12	9	0.255	0.9194	False	False	42	315	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	0fb779e2414947de577ad4f133e7fcd984d9850ef46c30ec56ba3b8bde137f7a
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1780	fig|1977087.12.peg.510	10	0.281	0.7944	False	False	117	374	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	c5fd7bd0a81d3fcf1ba55865e7c795f1e5e59605c71b9980470f1c8fc82e98a5
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_831	fig|670.1220.peg.4688	7	0.298	0.754	False	False	35	270	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	85873f5ed43feb6aea85282be52beb8bb7dce21f7b46f735751e4dbfcf6bd1fe
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1388	fig|196024.16.peg.2750	9	0.258	0.5121	False	False	7	273	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	59bd96fa7a1bba880e8076958f83c10d408c7ffefac10a362b8b174a76e540d3
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1618	fig|642492.3.peg.3338	10	0.281	0.7137	False	False	166	430	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	d558bc9cc49a758af264a27725c7aaee15e2c58c110ae56938b7929de45e39d2
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1749	fig|1128427.4.peg.2346	10	0.32	0.6492	False	False	142	400	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	51ac980bfadc34f45044b2d68b28640f2fc0af4af2b8a767b7e456a9096f9ad2
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_852	fig|1977087.12.peg.1918	7	0.294	0.6331	False	False	6	247	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	f4f9b577ee7279924c1a4e2b879aaf95d3dd7d539f3e313573fdc826f9a4b303
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1736	fig|2040638.3.peg.3067	10	0.288	0.7863	False	False	142	398	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	2dae679baab23da1392881b89001a2a150f1722ca8d13be8a55de61d2caae2ed
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1212	fig|1932113.4.peg.2793	8	0.326	0.6129	False	False	1	243	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	7cbeffa7bbf28cc2fa8d19d7644cffb2d6129533a10b4cc59316b3f7ab8f66eb
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1211	fig|83964.10.peg.849	8	0.311	0.6129	False	False	1	243	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	454b977bd46364f20bd9f71bcd1352399b7c054c9fa9c94c494e78e01805c0e7
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1177	fig|417368.6.peg.944	8	0.278	0.6532	False	False	1	243	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	a07bc97121aab5888b2c4183830c2e9b756e20bc07175b883f0ee64d7ba61a16
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1899	AFR49048.1	11	0.322	0.6815	False	False	149	407	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	7ea60f0338311efdaf94f947f0da5d718f22d111b2af898a2a0a05a6a07504ee
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1285	fig|1566263.3.peg.185	9	0.322	0.3669	False	False	69	318	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	7110af9d630408ab81a182ceb3bcccf5306e234aa48cdda1111ce9cb90c551ed
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1893	WP_007238159.1	11	0.307	0.746	False	False	110	369	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	6ae26045bd6a02b4bdf8ca9e9824ba8948c4e8de40963b85e7648a44aa8d00bc
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1775	fig|1699623.3.peg.1502	10	0.293	0.6452	False	False	128	386	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	8c5c73447cc1a8b5a50cb1c93288350247ba9178085b29397e1468db6d09aa1a
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1687	fig|669041.3.peg.843	10	0.275	0.629	False	False	142	400	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	6e86401763447b3995c94cd441f44832e43387a681de609cb28b2ef3fe9987b4
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1688	WP_074538568.1	10	0.286	0.6331	False	False	142	400	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	bb16c6034c361abb06d867128fb3633b96b9d2c570dc86dce09ec35e929f45d3
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1366	PIY00499.1	9	0.345	0.3185	False	False	68	316	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	9c4c82fc1d594a5000b27b7d974aecce742344d1271cd12101faa58931ca7dde
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_901	fig|1184267.3.peg.1626	8	0.281	0.6331	False	False	19	286	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	e383aa83b303f95b81a6a21f6bcf0891c30926dc13b80a7d60aebbb3821de0c7
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1284	fig|1184720.6.peg.2708	9	0.329	0.3226	False	False	69	318	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	dc54bd15cbdecc2fbf8d6ced5cf7b2adacb96fdd7df521b715f936edcc4b3062
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1900	fig|402289.3.peg.1558	11	0.315	0.6815	False	False	103	361	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	e90ed60cdda90628e94a56232ff86460532efd6d465492df0c61c9b9bffa8bfd
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1348	fig|1706231.5.peg.1557	9	0.265	0.754	False	False	1	240	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	29b4fec053e481f5b94ab5ec3375ee9f2099359ca7bc1b37499fe506cc07fae1
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1365	fig|76761.16.peg.744	9	0.302	0.3669	False	False	68	316	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	c3e6db4d47073aa90f20cdfe4dc6e7e08cef9076b281192ebc27aa704f46c0be
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1292	fig|1931276.3.peg.1294	9	0.345	0.3185	False	False	75	323	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	61268df2f40bee68b25030b09d47efb9a2a869701704933297eba123af450a53
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1332	fig|1736359.3.peg.3976	9	0.365	0.3185	False	False	58	306	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	1be1c1d46a10dcc2f9ea5d9d10c8160010c4a907255d250c92cf26c97e2e5feb
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1168	fig|1451.25.peg.614	8	0.262	0.6129	False	False	13	256	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	23d41f97a7bc18c49bae9a81e0f65e8f3c667ff61f9bb2e6322148886c1389d4
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1898	fig|1112204.3.peg.4913	11	0.331	0.8347	False	False	109	362	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	15697ff3e9e3df6acf9f03314fd897b3679f9d3fb05b651fa0e05b40faa0bc8b
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1169	fig|1776378.3.peg.2009	8	0.253	0.6048	False	False	13	256	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	49b819ffbe322ba24679d14cae9848b8da7799b2654103bf8b0b8a01d7c7c6f7
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1897	fig|1223540.3.peg.3237	11	0.279	0.7177	False	False	102	360	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	1114e0050ba1e9de81793b77bd254bc15d804f57d082816063c2b22d59300d0a
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1334	fig|1500305.3.peg.4736	9	0.39	0.25	False	False	85	334	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	53e2474964c82650fa44be179b541f43128cfc601df427211e81e0f6eb7fa4a7
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1324	fig|2020902.8.peg.1814	9	0.258	0.6573	False	False	41	301	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	de7e38a23a8254d4aee084eb8642fb870c561948e8b528a567dc52148b6accf6
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1368	fig|1758178.5.peg.2546	9	0.487	0.1573	False	False	132	381	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	5cf1550444c7013f1afe0889222ea303632a4a2795adaf6d9dde98329a6b5490
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1287	fig|1219052.3.peg.3572	9	0.311	0.3669	False	False	78	326	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	54ba50eeb1b53fc4f5670355d5f69492cb0dbbcbff772591fdfda11617d3cf94
107	Mx.xa.I1/CP000113/2433780..2435766/Myxococcus_extraction_1	Group II Intron	terminal_1902	fig|1344003.3.peg.1864	11	0.478	0.1774	False	False	113	362	248	a0897dbbb23ff54deb2a4d45227757a1b4dfdf1ab9434c1f39dd9d049e78d0b8	e50aa5d1d21c7a173603cbaa81e9f55e09d6c685418bd145340eaa2763ff34fc
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1527	WP_069150959.1	9	0.275	0.9116	False	False	45	245	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	8776c01335df8cb421bd91ae1d4b60dfb70b3988df7e1376c9516f4822ae0786
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_410	fig|906888.9.peg.926	2	0.261	0.907	False	False	73	271	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	5c694a9dbecbf1a5387573f88a367eecea9ea1047264c8d8ebf265ad96dba630
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_350	fig|1799789.3.peg.4357	1	0.256	0.9023	False	False	214	413	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	95d8ebe96f5f41fc98f86e6bc87237ce6c343ee1b484e19aecf8cb204bafc687
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_353	fig|670.908.peg.3444	1	0.247	0.9023	False	False	212	411	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_207	fig|196024.5.peg.3821	1	0.284	0.9116	False	False	32	241	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	41144d98b8d9a9162430d5954b772f4636cafab2f562598dee55db9016b86d5c
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1538	fig|1953138.3.peg.796	9	0.269	0.9163	False	False	46	247	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	74e62acc6cdc166a46203754bdee65a6eb12551fb480d5c66701451ccbddb505
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_414	fig|1505.32.peg.2959	2	0.271	0.9488	False	False	70	271	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	b4e1e5eefd803e6fe6f36af69fea3623064ccdf7c83150ad064b27b8294593b4
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_426	fig|1948697.3.peg.196	2	0.241	0.9116	False	False	111	341	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	d1e250c4141c20dbe946d2585bf83c5c3282dd531f9cdfea45c6c60b4314a434
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_70	fig|173990.3.peg.3319	1	0.25	0.7907	False	False	28	237	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	da6e121680776343b4758ec82d0265fe2e5374e7e5f0b2492e38fe047b28edff
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1388	fig|196024.16.peg.2750	9	0.279	0.8186	False	False	37	268	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	59bd96fa7a1bba880e8076958f83c10d408c7ffefac10a362b8b174a76e540d3
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_314	fig|1306420.5.peg.1032	1	0.259	0.5907	False	False	26	242	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	29559d00b73294803de84683f425257c091e47b3bc6f3bbe8bc36f94c552e582
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1562	fig|1338034.3.peg.2437	9	0.272	0.8977	False	False	45	244	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	95cdd4a1d27d711a4e1c53d10578a76f420b399865db5ef72422ac50d546da15
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_460	fig|1262792.3.peg.1164	2	0.275	0.9163	False	False	114	312	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	e6774941ad556f4a5da597cacb60337793ee7b0ab495e6bd0fe190bf60e73f7c
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_49	fig|1805633.3.peg.1469	1	0.246	0.8419	False	False	32	240	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	e72583238838e08f1888c940c373047f1ba9369df7b33d2357baf3a311280404
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1334	fig|1500305.3.peg.4736	9	0.275	0.7488	False	False	83	328	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	53e2474964c82650fa44be179b541f43128cfc601df427211e81e0f6eb7fa4a7
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_280	WP_093914930.1	1	0.264	0.7674	False	False	32	240	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	d2078100c100e9e9090386d60db9413ad4645eddd7da9774b17b0331c2508e25
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1503	WP_074239321.1	9	0.259	0.9302	False	False	69	292	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	1023d21d723d81a0d6a35c59ca60cd61ffb09e53b12617bb827958611c796d8d
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_543	fig|1094342.5.peg.1611	3	0.236	0.9023	False	False	39	246	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	9ebf4324b797b01bc16fd910852b0d4aea05d689c547cc427ba76dff5e0aa8ca
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1286	fig|1951216.3.peg.1622	9	0.349	0.3535	False	False	103	324	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	9c75e16c01c9ada59953b009e9b7e62c270acce36c58fd16147509ab3dc12ffe
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_899	fig|1743159.3.peg.1891	8	0.253	0.907	False	False	40	254	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	02ff1cbd2c16320f44c02e72f8165eee533f066ee9f14f459ff77a8f13263533
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1287	fig|1219052.3.peg.3572	9	0.363	0.3256	False	False	103	324	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	54ba50eeb1b53fc4f5670355d5f69492cb0dbbcbff772591fdfda11617d3cf94
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_925	fig|1444315.4.peg.3983	8	0.26	0.7814	False	False	40	250	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	619d42194e5748929daa6108915ad5ec03fce59b02dcf01f1265f687aa0c045e
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_900	fig|1597955.3.peg.3923	8	0.269	0.7395	False	False	49	257	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	6aaec6096b653e7a5a7ca609eebc265a50f574ae992972646c5b72f3ad80de78
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_948	fig|1235461.17.peg.11	8	0.247	0.9023	False	False	40	262	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	3d367b7820dbe97352b268fa694efc048ad1c3961d7eccf149ec60f8fb78fd5d
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1429	fig|1619244.3.peg.1323	9	0.278	0.7488	False	False	65	264	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	0654a1d688d2cf495fbe19c28eb1871227f55c0383e8180f860acd1057cc9362
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_210	fig|55601.149.peg.665	1	0.25	0.8512	False	False	29	236	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	fcdb8981c92807b2f9b07678262caba16c8a59a40f8375a1f513fb143750b825
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_841	fig|43263.5.peg.2702	7	0.25	0.9209	False	False	104	303	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	ff0aa0bc51ff7e6236c51b7aa39cee4be3f6464e164092f961d0a8d8d6d6b12e
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_110	EIJ70524.1	1	0.23	0.8558	False	False	37	246	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	97deb0124f841cc52944f50fe04145000c3cd8d6462a442efab5a58732dee62e
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1292	fig|1931276.3.peg.1294	9	0.48	0.2233	False	False	100	316	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	61268df2f40bee68b25030b09d47efb9a2a869701704933297eba123af450a53
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_265	fig|1946675.3.peg.3089	1	0.222	0.5674	False	False	20	231	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	f5ba7f17b33b7a23ee2ad8a736add6a594ef7bbb56fbe3c14d451e253fc318f2
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_880	fig|1882750.3.peg.1035	8	0.247	0.7395	False	False	179	394	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	040eadd41efe016e1be266b16973d23df8751928c1b1cd8d4b6ccf931f9a9360
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_915	fig|1220581.4.peg.1434	8	0.238	0.8465	False	False	40	251	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	169ae93c399520ed4fc64e8603779f01dccd75fd8e07d3d101719c1ffba078f2
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1330	fig|1884373.3.peg.3317	9	0.279	0.5349	False	False	68	296	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	6f26b0a9e9b98537d98b88d65ab13f10cb688709b9fc84e91541db74f45216de
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_1298	fig|294.122.peg.3307	9	0.226	0.8047	False	False	67	288	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	b93e468ba0cb207d2b14096c832da945cd35cbba7bc81cddf6519ed8284b22c6
108	clostridiafid|54666312|locus|VBIDesCar168000_0691|_extraction	Group II Intron	terminal_926	fig|1185327.3.peg.1608	8	0.244	0.7535	False	False	71	281	215	711c0f6c09bcf824f12f4c8ce3c4ccc9a5518a88c474899264a1592d81ad83ff	8a238c1dd403f5be213cf4180de86e0c5c6295373341a4f7c978a970e01a7ec0
