terminal	set	protein_len	tte_status	tte_template	tte_template_identity	tte_start	tte_end	mcc2_status	mcc2_start	mcc2_end	mcc2_core_start	mcc2_core_end	toro_stated_start	toro_stated_end
terminal_1164	CLEAN	568	TTE_EXTRACTED	T606	0.483	17	254	EXTRACTABLE	43	253	55.0	244.0		
terminal_1165	CLEAN	549	TTE_EXTRACTED	T609	0.472	6	242	EXTRACTABLE	31	250	53.0	241.0	15	251
terminal_1166	OTHER_SUBSTITUTE	138	TTE_NO_TEMPLATE					N_TRUNCATED						
terminal_1167	CLEAN	572	TTE_EXTRACTED	T606	0.489	19	257	EXTRACTABLE	35	255	57.0	247.0		
terminal_1168	CLEAN	579	TTE_EXTRACTED	T609	0.504	13	251	EXTRACTABLE	44	258	59.0	250.0		
terminal_1169	CLEAN	582	TTE_EXTRACTED	T609	0.466	13	251	EXTRACTABLE	47	259	59.0	250.0		
terminal_1170	CLEAN	560	TTE_EXTRACTED	T608	0.453	1	223	EXTRACTABLE	17	231	32.0	222.0		
terminal_1171	CLEAN	587	TTE_EXTRACTED	T607	0.457	17	253	EXTRACTABLE	46	261	63.0	252.0		
terminal_1172	CLEAN	570	TTE_EXTRACTED	T607	0.441	16	252	EXTRACTABLE	21	260	62.0	251.0		
terminal_1173	CLEAN	580	TTE_EXTRACTED	T605	0.427	27	251	EXTRACTABLE	36	248	51.0	241.0		
terminal_1174	CLEAN	586	TTE_EXTRACTED	T609	0.468	17	253	EXTRACTABLE	26	261	63.0	252.0		
terminal_1175	CLEAN	575	TTE_EXTRACTED	T607	0.433	13	249	EXTRACTABLE	35	251	58.0	248.0		
terminal_1176	CLEAN	540	TTE_EXTRACTED	T605	0.414	22	241	EXTRACTABLE	31	239	46.0	231.0		
terminal_1177	CLEAN	547	TTE_EXTRACTED	T605	0.504	22	245	EXTRACTABLE	30	243	46.0	235.0		
terminal_1178	CLEAN	560	TTE_EXTRACTED	T606	0.399	9	245	EXTRACTABLE	31	244	46.0	235.0		
terminal_1179	CLEAN	565	TTE_EXTRACTED	T609	0.414	16	250	EXTRACTABLE	12	252	60.0	249.0		
terminal_1180	CLEAN	564	TTE_EXTRACTED	T609	0.427	14	248	EXTRACTABLE	9	256	58.0	247.0		
terminal_1181	CLEAN	561	TTE_EXTRACTED	T603	0.427	34	259	EXTRACTABLE	41	258	60.0	248.0		
terminal_1182	CLEAN	582	TTE_EXTRACTED	T609	0.491	20	254	EXTRACTABLE	44	263	65.0	253.0		
terminal_1183	CLEAN	575	TTE_EXTRACTED	T609	0.483	18	252	EXTRACTABLE	41	260	63.0	251.0		
terminal_1184	CLEAN	573	TTE_EXTRACTED	T608	0.46	5	242	EXTRACTABLE	21	247	52.0	241.0		
terminal_1185	CLEAN	574	TTE_EXTRACTED	T608	0.481	3	241	EXTRACTABLE	19	247	50.0	240.0		
terminal_1186	RNAP_SUBSTITUTE	110	TTE_NO_TEMPLATE					NO_HIT						
terminal_1187	CLEAN	568	TTE_EXTRACTED	T609	0.424	1	235	EXTRACTABLE	31	236	45.0	236.0		
terminal_1188	CLEAN	577	TTE_EXTRACTED	T609	0.485	9	246	EXTRACTABLE	37	252	56.0	245.0		
terminal_1189	CLEAN	591	TTE_EXTRACTED	T608	0.41	12	249	EXTRACTABLE	37	255	59.0	248.0		
terminal_1190	CLEAN	578	TTE_EXTRACTED	T609	0.456	1	224	EXTRACTABLE	17	223	38.0	223.0		
terminal_1191	CLEAN	602	TTE_EXTRACTED	T608	0.471	25	257	EXTRACTABLE	42	255	72.0	255.0		
terminal_1192	CLEAN	570	TTE_EXTRACTED	T609	0.46	1	226	EXTRACTABLE	22	223	38.0	223.0		
terminal_1193	CLEAN	579	TTE_EXTRACTED	T609	0.462	1	225	EXTRACTABLE	18	226	38.0	224.0		
terminal_1194	CLEAN	512	TTE_EXTRACTED	T609	0.449	25	261	EXTRACTABLE	57	267	72.0	260.0		
terminal_1195	CLEAN	491	TTE_EXTRACTED	T609	0.44	8	244	EXTRACTABLE	40	250	55.0	243.0		
terminal_1196	CLEAN	505	TTE_EXTRACTED	T609	0.444	22	258	EXTRACTABLE	54	264	69.0	257.0		
terminal_1197	CLEAN	490	TTE_EXTRACTED	T609	0.44	8	244	EXTRACTABLE	39	251	55.0	243.0		
terminal_1198	CLEAN	490	TTE_EXTRACTED	T609	0.432	8	244	EXTRACTABLE	40	250	55.0	243.0		
terminal_1199	CLEAN	476	TTE_EXTRACTED	T609	0.395	1	231	EXTRACTABLE	21	237	36.0	230.0		
terminal_1200	CLEAN	510	TTE_EXTRACTED	T609	0.408	20	262	EXTRACTABLE	48	268	67.0	261.0		
terminal_1201	CLEAN	530	TTE_EXTRACTED	T609	0.413	45	287	EXTRACTABLE	73	286	92.0	286.0		
terminal_1202	OTHER_SUBSTITUTE	481	TTE_EXTRACTED	T608	0.424	1	240	EXTRACTABLE	35	246	46.0	239.0		
terminal_1203	CLEAN	505	TTE_EXTRACTED	T609	0.434	22	264	EXTRACTABLE	55	272	69.0	263.0		
terminal_1204	CLEAN	569	TTE_EXTRACTED	T606	0.39	19	257	EXTRACTABLE	38	250	57.0	247.0		
terminal_1205	CLEAN	569	TTE_EXTRACTED	T606	0.401	19	257	EXTRACTABLE	38	247	57.0	247.0		
terminal_1206	CLEAN	568	TTE_EXTRACTED	T606	0.369	18	256	EXTRACTABLE	41	246	56.0	246.0		
terminal_1207	CLEAN	568	TTE_EXTRACTED	T609	0.382	9	247	EXTRACTABLE	35	244	56.0	244.0		
terminal_1208	CLEAN	577	TTE_EXTRACTED	T606	0.382	19	257	EXTRACTABLE	31	247	57.0	247.0		
terminal_1209	CLEAN	578	TTE_EXTRACTED	T606	0.403	26	264	EXTRACTABLE	45	238	64.0	238.0		
terminal_1210	CLEAN	615	TTE_EXTRACTED	T606	0.399	63	301	EXTRACTABLE	78	289	101.0	289.0		
terminal_1211	CLEAN	558	TTE_EXTRACTED	T608	0.4	1	239	EXTRACTABLE	29	242	47.0	238.0		
terminal_1212	CLEAN	558	TTE_EXTRACTED	T606	0.387	9	248	EXTRACTABLE	29	241	47.0	238.0		
terminal_1213	CLEAN	559	TTE_EXTRACTED	T606	0.401	9	248	EXTRACTABLE	28	245	47.0	238.0		
terminal_1214	CLEAN	565	TTE_EXTRACTED	T609	0.376	5	246	EXTRACTABLE	37	245	52.0	245.0		
terminal_1215	CLEAN	578	TTE_EXTRACTED	T606	0.401	27	265	EXTRACTABLE	50	258	65.0	255.0		
terminal_1216	CLEAN	577	TTE_EXTRACTED	T608	0.406	18	256	EXTRACTABLE	46	255	65.0	255.0		
terminal_1217	CLEAN	574	TTE_EXTRACTED	T608	0.407	12	249	EXTRACTABLE	44	248	59.0	248.0		
terminal_1218	CLEAN	574	TTE_EXTRACTED	T608	0.423	16	253	EXTRACTABLE	48	258	63.0	252.0		
terminal_1219	CLEAN	572	TTE_EXTRACTED	T608	0.407	16	253	EXTRACTABLE	43	252	63.0	252.0		
terminal_1220	CLEAN	564	TTE_EXTRACTED	T609	0.424	10	248	EXTRACTABLE	43	245	57.0	245.0		
terminal_1221	CLEAN	564	TTE_EXTRACTED	T606	0.407	19	256	EXTRACTABLE	42	245	57.0	245.0		
terminal_1222	CLEAN	551	TTE_EXTRACTED	T606	0.454	10	248	EXTRACTABLE	28	242	47.0	238.0		
terminal_1223	OTHER_SUBSTITUTE	568	TTE_EXTRACTED	T597	0.24	75	332	EXTRACTABLE	81	332	121.0	322.0		
terminal_1224	CLEAN	607	TTE_EXTRACTED	T607	0.414	19	262	EXTRACTABLE	51	270	67.0	261.0		
terminal_1225	CLEAN	607	TTE_EXTRACTED	T608	0.427	34	276	EXTRACTABLE	66	284	81.0	275.0		
terminal_1226	OTHER_SUBSTITUTE	258	TTE_NO_TEMPLATE					N_TRUNCATED						
terminal_1227	CLEAN	519	TTE_EXTRACTED	T609	0.466	1	240	EXTRACTABLE	33	241	47.0	239.0		
terminal_1228	OTHER_SUBSTITUTE	520	TTE_EXTRACTED	T609	0.453	1	239	EXTRACTABLE	32	245	47.0	238.0		
terminal_1229	CLEAN	535	TTE_EXTRACTED	T607	0.553	13	252	EXTRACTABLE	42	259	60.0	251.0		
terminal_1230	CLEAN	538	TTE_EXTRACTED	T607	0.403	1	233	EXTRACTABLE	11	241	25.0	232.0		
terminal_1231	CLEAN	554	TTE_EXTRACTED	T608	0.382	1	256	EXTRACTABLE	21	262	48.0	255.0		
terminal_1232	CLEAN	557	TTE_EXTRACTED	T607	0.427	1	256	EXTRACTABLE	33	263	48.0	255.0		
terminal_1233	OTHER_SUBSTITUTE	457	TTE_EXTRACTED	T575	0.291	66	317	EXTRACTABLE	70	344	116.0	316.0		
terminal_1234	CLEAN	531	TTE_EXTRACTED	T609	0.467	1	233	EXTRACTABLE	24	239	39.0	232.0		
terminal_1235	CLEAN	564	TTE_EXTRACTED	T608	0.403	9	255	EXTRACTABLE	41	256	56.0	254.0		
terminal_1236	CLEAN	563	TTE_EXTRACTED	T608	0.414	9	255	EXTRACTABLE	37	261	56.0	254.0		
terminal_1237	CLEAN	563	TTE_EXTRACTED	T608	0.432	9	255	EXTRACTABLE	41	256	56.0	254.0		
terminal_1238	CLEAN	563	TTE_EXTRACTED	T608	0.44	9	255	EXTRACTABLE	41	251	56.0	251.0		
terminal_1239	CLEAN	574	TTE_EXTRACTED	T608	0.444	1	247	EXTRACTABLE	33	243	48.0	243.0		
terminal_1240	CLEAN	558	TTE_EXTRACTED	T609	0.456	1	246	EXTRACTABLE	32	243	47.0	243.0		
terminal_1241	CLEAN	580	TTE_EXTRACTED	T608	0.431	10	256	EXTRACTABLE	42	262	57.0	255.0		
terminal_1242	CLEAN	558	TTE_EXTRACTED	T608	0.431	8	254	EXTRACTABLE	44	259	55.0	253.0		
terminal_1243	CLEAN	559	TTE_EXTRACTED	T608	0.427	8	254	EXTRACTABLE	40	253	55.0	253.0		
terminal_1244	CLEAN	549	TTE_EXTRACTED	T608	0.428	1	246	EXTRACTABLE	31	244	50.0	244.0		
terminal_1245	CLEAN	554	TTE_EXTRACTED	T609	0.417	3	248	EXTRACTABLE	33	254	52.0	247.0		
terminal_1246	CLEAN	545	TTE_EXTRACTED	T609	0.439	1	233	EXTRACTABLE	32	240	46.0	232.0		
terminal_1247	CLEAN	513	TTE_EXTRACTED	T607	0.432	3	235	EXTRACTABLE	35	240	48.0	234.0		
terminal_1248	CLEAN	538	TTE_EXTRACTED	T606	0.418	9	247	EXTRACTABLE	35	247	46.0	237.0		
terminal_1249	CLEAN	790	TTE_EXTRACTED	T610	0.502	122	371	EXTRACTABLE	142	371	164.0	361.0		
terminal_1250	CLEAN	639	TTE_EXTRACTED	T610	0.506	13	262	EXTRACTABLE	33	262	55.0	252.0		
terminal_1251	CLEAN	658	TTE_EXTRACTED	T610	0.538	12	261	EXTRACTABLE	31	261	54.0	251.0		
terminal_1252	CLEAN	612	TTE_EXTRACTED	T610	0.538	14	263	EXTRACTABLE	34	263	56.0	253.0		
terminal_1253	OTHER_SUBSTITUTE	597	TTE_EXTRACTED	T610	0.563	1	239	EXTRACTABLE	12	239	34.0	229.0		
terminal_1254	CLEAN	642	TTE_EXTRACTED	T610	0.53	21	268	EXTRACTABLE	41	267	63.0	258.0		
terminal_1255	CLEAN	734	TTE_EXTRACTED	T610	0.542	127	374	EXTRACTABLE	143	373	169.0	364.0		
terminal_1256	CLEAN	586	TTE_EXTRACTED	T606	0.429	16	259	EXTRACTABLE	38	258	54.0	249.0	12	259
terminal_1257	CLEAN	553	TTE_EXTRACTED	T610	0.515	1	232	EXTRACTABLE	11	232	27.0	222.0		
terminal_1258	CLEAN	509	TTE_EXTRACTED	T610	0.455	10	255	EXTRACTABLE	19	254	52.0	245.0		
terminal_1259	CLEAN	561	TTE_EXTRACTED	T610	0.459	11	257	EXTRACTABLE	33	255	54.0	247.0		
terminal_1260	OTHER_SUBSTITUTE	96	TTE_NO_TEMPLATE					N_TRUNCATED						
terminal_1261	CLEAN	559	TTE_EXTRACTED	T605	0.537	40	266	EXTRACTABLE	46	263	64.0	256.0		
terminal_1262	CLEAN	563	TTE_EXTRACTED	T605	0.522	44	270	EXTRACTABLE	39	269	68.0	260.0		
terminal_1263	CLEAN	567	TTE_EXTRACTED	T605	0.535	48	274	EXTRACTABLE	54	271	72.0	264.0		
terminal_1264	CLEAN	567	TTE_EXTRACTED	T605	0.502	48	274	EXTRACTABLE	50	272	72.0	264.0		
terminal_1265	CLEAN	555	TTE_EXTRACTED	T605	0.586	36	262	EXTRACTABLE	41	261	60.0	252.0		
terminal_1266	CLEAN	565	TTE_EXTRACTED	T605	0.551	46	272	EXTRACTABLE	45	265	70.0	262.0		
terminal_1267	CLEAN	566	TTE_EXTRACTED	T605	0.54	47	273	EXTRACTABLE	49	272	71.0	263.0		
terminal_1268	CLEAN	584	TTE_EXTRACTED	T605	0.523	52	278	EXTRACTABLE	61	271	76.0	268.0		
terminal_1269	CLEAN	567	TTE_EXTRACTED	T605	0.511	30	256	EXTRACTABLE	41	249	54.0	246.0		
terminal_1270	CLEAN	557	TTE_EXTRACTED	T605	0.495	26	252	EXTRACTABLE	37	245	50.0	242.0		
terminal_1271	CLEAN	550	TTE_EXTRACTED	T605	0.551	26	252	EXTRACTABLE	38	245	50.0	242.0		
terminal_1272	CLEAN	552	TTE_EXTRACTED	T605	0.508	25	253	EXTRACTABLE	24	251	49.0	243.0		
terminal_1273	CLEAN	544	TTE_EXTRACTED	T607	0.489	6	244	EXTRACTABLE	34	251	51.0	243.0		
terminal_1274	CLEAN	551	TTE_EXTRACTED	T605	0.555	33	258	EXTRACTABLE	32	255	57.0	248.0		
terminal_1275	CLEAN	549	TTE_EXTRACTED	T605	0.539	33	258	EXTRACTABLE	35	257	57.0	248.0		
terminal_1276	CLEAN	543	TTE_EXTRACTED	T605	0.58	25	251	EXTRACTABLE	24	250	49.0	241.0		
terminal_1277	CLEAN	541	TTE_EXTRACTED	T608	0.48	3	242	EXTRACTABLE	31	249	49.0	241.0	25	251
terminal_1278	CLEAN	596	TTE_EXTRACTED	T605	0.493	31	257	EXTRACTABLE	32	250	55.0	247.0		
terminal_1279	CLEAN	599	TTE_EXTRACTED	T605	0.511	31	257	EXTRACTABLE	30	253	55.0	247.0		
terminal_1280	CLEAN	584	TTE_EXTRACTED	T605	0.488	31	257	EXTRACTABLE	37	253	55.0	247.0		
terminal_1281	CLEAN	579	TTE_EXTRACTED	T605	0.508	22	248	EXTRACTABLE	28	244	46.0	238.0		
terminal_1282	RNAP_SUBSTITUTE	178	TTE_NO_TEMPLATE					NO_HIT						
terminal_1283	CLEAN	574	TTE_EXTRACTED	T608	0.374	14	266	EXTRACTABLE	41	253	61.0	244.0		
terminal_1284	CLEAN	392	TTE_EXTRACTED	T620	0.474	58	315	EXTRACTABLE	65	312	88.0	305.0		
terminal_1285	CLEAN	392	TTE_EXTRACTED	T620	0.467	58	315	EXTRACTABLE	65	312	88.0	305.0		
terminal_1286	CLEAN	400	TTE_EXTRACTED	T620	0.462	68	323	EXTRACTABLE	69	320	98.0	313.0		
terminal_1287	CLEAN	400	TTE_EXTRACTED	T620	0.472	67	323	EXTRACTABLE	75	320	98.0	313.0		
terminal_1288	CLEAN	394	TTE_EXTRACTED	T620	0.452	56	317	EXTRACTABLE	66	314	86.0	307.0		
terminal_1289	CLEAN	385	TTE_EXTRACTED	T620	0.473	57	308	EXTRACTABLE	67	305	88.0	298.0		
terminal_1290	CLEAN	395	TTE_EXTRACTED	T619	0.454	56	319	EXTRACTABLE	64	316	86.0	309.0		
terminal_1291	CLEAN	385	TTE_EXTRACTED	T620	0.412	58	308	EXTRACTABLE	69	302	90.0	298.0		
terminal_1292	CLEAN	397	TTE_EXTRACTED	T620	0.456	58	320	EXTRACTABLE	68	317	88.0	310.0		
terminal_1293	CLEAN	392	TTE_EXTRACTED	T620	0.445	58	312	EXTRACTABLE	67	309	88.0	302.0		
terminal_1294	CLEAN	390	TTE_EXTRACTED	T620	0.48	58	312	EXTRACTABLE	69	309	88.0	302.0		
terminal_1295	CLEAN	413	TTE_EXTRACTED	T620	0.43	58	336	C_TRUNCATED						
terminal_1296	CLEAN	388	TTE_EXTRACTED	T620	0.47	58	309	EXTRACTABLE	67	307	87.0	299.0		
terminal_1297	CLEAN	388	TTE_EXTRACTED	T620	0.457	56	309	EXTRACTABLE	63	307	87.0	299.0		
terminal_1298	CLEAN	366	TTE_EXTRACTED	T620	0.462	36	287	EXTRACTABLE	47	285	65.0	277.0		
terminal_1299	CLEAN	388	TTE_EXTRACTED	T620	0.466	58	309	EXTRACTABLE	67	307	87.0	299.0		
terminal_1300	CLEAN	388	TTE_EXTRACTED	T620	0.459	56	309	EXTRACTABLE	66	307	87.0	299.0		
terminal_1301	CLEAN	389	TTE_EXTRACTED	T620	0.46	58	310	EXTRACTABLE	65	307	88.0	300.0		
terminal_1302	CLEAN	390	TTE_EXTRACTED	T621	0.44	58	311	EXTRACTABLE	63	308	88.0	301.0		
terminal_1303	CLEAN	389	TTE_EXTRACTED	T620	0.485	57	310	EXTRACTABLE	68	307	88.0	300.0		
terminal_1304	CLEAN	390	TTE_EXTRACTED	T620	0.475	59	312	EXTRACTABLE	68	309	90.0	302.0		
terminal_1305	CLEAN	389	TTE_EXTRACTED	T620	0.5	58	312	EXTRACTABLE	65	309	88.0	302.0		
terminal_1306	CLEAN	391	TTE_EXTRACTED	T620	0.465	58	314	EXTRACTABLE	68	311	88.0	304.0		
terminal_1307	CLEAN	391	TTE_EXTRACTED	T620	0.505	58	313	EXTRACTABLE	61	311	89.0	303.0		
terminal_1308	CLEAN	364	TTE_EXTRACTED	T620	0.463	42	287	EXTRACTABLE	44	284	67.0	277.0		
terminal_1309	CLEAN	380	TTE_EXTRACTED	T620	0.474	58	307	EXTRACTABLE	65	304	88.0	297.0		
terminal_1310	CLEAN	394	TTE_EXTRACTED	T621	0.418	58	300	EXTRACTABLE	71	297	86.0	290.0		
terminal_1311	CLEAN	387	TTE_EXTRACTED	T618	0.396	56	298	EXTRACTABLE	66	288	84.0	288.0		
terminal_1312	CLEAN	346	TTE_EXTRACTED	T621	0.394	16	258	EXTRACTABLE	27	255	44.0	248.0		
terminal_1313	CLEAN	389	TTE_EXTRACTED	T621	0.402	58	300	EXTRACTABLE	71	292	86.0	290.0		
terminal_1314	CLEAN	389	TTE_EXTRACTED	T618	0.399	57	299	EXTRACTABLE	67	296	85.0	289.0		
terminal_1315	CLEAN	384	TTE_EXTRACTED	T620	0.409	58	301	EXTRACTABLE	68	298	86.0	291.0		
terminal_1316	CLEAN	434	TTE_EXTRACTED	T620	0.453	106	351	EXTRACTABLE	112	348	135.0	341.0		
terminal_1317	CLEAN	410	TTE_EXTRACTED	T620	0.427	85	328	EXTRACTABLE	94	325	112.0	318.0		
terminal_1318	CLEAN	428	TTE_EXTRACTED	T620	0.428	106	349	EXTRACTABLE	115	346	133.0	339.0		
terminal_1319	CLEAN	393	TTE_EXTRACTED	T620	0.447	58	301	EXTRACTABLE	67	298	85.0	291.0		
terminal_1320	CLEAN	384	TTE_EXTRACTED	T620	0.414	58	304	EXTRACTABLE	67	296	85.0	294.0		
terminal_1321	CLEAN	380	TTE_EXTRACTED	T618	0.419	58	301	EXTRACTABLE	67	293	85.0	291.0		
terminal_1322	CLEAN	385	TTE_EXTRACTED	T618	0.444	56	301	EXTRACTABLE	69	293	85.0	291.0		
terminal_1323	CLEAN	385	TTE_EXTRACTED	T621	0.434	58	301	EXTRACTABLE	67	293	85.0	291.0		
terminal_1324	CLEAN	375	TTE_EXTRACTED	T621	0.407	58	297	EXTRACTABLE	64	294	85.0	287.0		
terminal_1325	CLEAN	384	TTE_EXTRACTED	T620	0.396	59	307	EXTRACTABLE	68	299	92.0	297.0		
terminal_1326	CLEAN	384	TTE_EXTRACTED	T620	0.399	57	307	EXTRACTABLE	68	299	92.0	297.0		
terminal_1327	RNAP_SUBSTITUTE	136	TTE_NO_TEMPLATE					NO_HIT						
terminal_1328	CLEAN	384	TTE_EXTRACTED	T620	0.383	59	307	EXTRACTABLE	68	302	92.0	297.0		
terminal_1329	CLEAN	389	TTE_EXTRACTED	T617	0.448	57	314	EXTRACTABLE	68	307	92.0	304.0		
terminal_1330	CLEAN	377	TTE_EXTRACTED	T617	0.441	56	300	EXTRACTABLE	63	293	87.0	290.0		
terminal_1331	CLEAN	378	TTE_EXTRACTED	T620	0.432	59	303	EXTRACTABLE	69	296	92.0	293.0		
terminal_1332	CLEAN	380	TTE_EXTRACTED	T617	0.43	57	303	EXTRACTABLE	68	300	91.0	293.0		
terminal_1333	CLEAN	375	TTE_EXTRACTED	T617	0.443	57	300	EXTRACTABLE	63	298	84.0	290.0		
terminal_1334	CLEAN	408	TTE_EXTRACTED	T620	0.394	58	331	EXTRACTABLE	70	319	94.0	319.0		
terminal_1335	CLEAN	425	TTE_EXTRACTED	T617	0.4	62	348	EXTRACTABLE	62	345	93.0	338.0		
terminal_1336	CLEAN	388	TTE_EXTRACTED	T617	0.77	55	303	EXTRACTABLE	63	300	86.0	293.0		
terminal_1337	CLEAN	388	TTE_EXTRACTED	T618	0.806	55	303	EXTRACTABLE	56	300	86.0	293.0		
terminal_1338	CLEAN	388	TTE_EXTRACTED	T618	0.802	55	303	EXTRACTABLE	60	300	86.0	293.0	55	303
terminal_1339	CLEAN	388	TTE_EXTRACTED	T617	0.802	55	303	EXTRACTABLE	59	300	86.0	293.0	55	303
terminal_1340	CLEAN	387	TTE_EXTRACTED	T619	0.778	55	302	EXTRACTABLE	59	299	86.0	292.0		
terminal_1341	CLEAN	387	TTE_EXTRACTED	T619	0.895	55	302	EXTRACTABLE	63	299	86.0	292.0		
terminal_1342	CLEAN	387	TTE_EXTRACTED	T619	0.754	55	302	EXTRACTABLE	59	299	86.0	292.0		
terminal_1343	RNAP_SUBSTITUTE	206	TTE_NO_TEMPLATE					NO_HIT						
terminal_1344	CLEAN	382	TTE_EXTRACTED	T620	0.539	58	304	EXTRACTABLE	68	301	88.0	294.0		
terminal_1345	CLEAN	382	TTE_EXTRACTED	T620	0.634	58	305	EXTRACTABLE	63	302	89.0	295.0		
terminal_1346	CLEAN	382	TTE_EXTRACTED	T618	0.552	58	305	EXTRACTABLE	66	302	89.0	295.0	58	305
terminal_1347	OTHER_SUBSTITUTE	389	TTE_EXTRACTED	T620	0.501	58	305	EXTRACTABLE	68	304	91.0	295.0		
terminal_1348	CLEAN	322	TTE_EXTRACTED	T620	0.504	1	237	EXTRACTABLE	7	234	23.0	227.0		
terminal_1349	OTHER_SUBSTITUTE	568	TTE_EXTRACTED	T597	0.24	75	332	EXTRACTABLE	81	332	121.0	322.0		
terminal_1350	RNAP_SUBSTITUTE	1370	TTE_NO_TEMPLATE					NO_HIT						
terminal_1351	CLEAN	369	TTE_EXTRACTED	T620	0.469	41	287	EXTRACTABLE	56	284	71.0	277.0		
terminal_1352	CLEAN	381	TTE_EXTRACTED	T620	0.446	58	304	EXTRACTABLE	66	303	84.0	294.0	58	304
terminal_1353	CLEAN	390	TTE_EXTRACTED	T621	0.546	57	312	EXTRACTABLE	74	311	90.0	302.0		
terminal_1354	CLEAN	386	TTE_EXTRACTED	T621	0.522	59	307	EXTRACTABLE	61	306	85.0	297.0		
terminal_1355	CLEAN	390	TTE_EXTRACTED	T620	0.421	59	312	EXTRACTABLE	58	311	89.0	302.0		
terminal_1356	CLEAN	381	TTE_EXTRACTED	T618	0.43	60	304	EXTRACTABLE	65	303	86.0	294.0		
terminal_1357	CLEAN	391	TTE_EXTRACTED	T620	0.472	58	314	EXTRACTABLE	69	310	93.0	304.0		
terminal_1358	CLEAN	389	TTE_EXTRACTED	T621	0.433	61	312	EXTRACTABLE	70	309	91.0	302.0		
terminal_1359	CLEAN	388	TTE_EXTRACTED	T620	0.472	58	311	EXTRACTABLE	56	308	90.0	301.0		
terminal_1360	CLEAN	400	TTE_EXTRACTED	T620	0.439	57	326	EXTRACTABLE	67	325	103.0	316.0		
terminal_1361	OTHER_SUBSTITUTE	372	TTE_EXTRACTED	T620	0.478	56	299	EXTRACTABLE	65	296	80.0	289.0		
terminal_1362	CLEAN	384	TTE_EXTRACTED	T618	0.427	55	300	EXTRACTABLE	64	297	81.0	290.0		
terminal_1363	CLEAN	381	TTE_EXTRACTED	T620	0.489	55	300	EXTRACTABLE	66	297	81.0	290.0		
terminal_1364	CLEAN	277	TTE_EXTRACTED	T618	0.41	8	253	EXTRACTABLE	20	250	34.0	243.0		
terminal_1365	CLEAN	392	TTE_EXTRACTED	T620	0.415	56	313	EXTRACTABLE	59	310	87.0	303.0		
terminal_1366	CLEAN	396	TTE_EXTRACTED	T617	0.437	55	313	EXTRACTABLE	68	310	87.0	303.0		
terminal_1367	RNAP_SUBSTITUTE	188	TTE_NO_TEMPLATE					NO_HIT						
terminal_1368	CLEAN	453	TTE_EXTRACTED	T620	0.466	131	378	EXTRACTABLE	139	377	157.0	368.0		
terminal_1369	CLEAN	383	TTE_EXTRACTED	T620	0.43	61	308	EXTRACTABLE	69	307	87.0	298.0		
terminal_1370	CLEAN	419	TTE_EXTRACTED	T621	0.435	98	344	EXTRACTABLE	104	337	123.0	334.0		
terminal_1371	CLEAN	407	TTE_EXTRACTED	T620	0.487	85	332	EXTRACTABLE	96	331	111.0	322.0		
terminal_1372	CLEAN	431	TTE_EXTRACTED	T620	0.457	110	356	EXTRACTABLE	117	355	135.0	346.0		
terminal_1373	CLEAN	388	TTE_EXTRACTED	T617	0.385	55	313	EXTRACTABLE	62	310	81.0	303.0		
terminal_1374	CLEAN	387	TTE_EXTRACTED	T618	0.365	55	313	EXTRACTABLE	65	310	81.0	303.0		
terminal_1375	CLEAN	374	TTE_EXTRACTED	T617	0.418	55	300	EXTRACTABLE	57	290	81.0	290.0		
terminal_1376	CLEAN	382	TTE_EXTRACTED	T619	0.404	55	303	EXTRACTABLE	64	300	81.0	293.0		
terminal_1377	CLEAN	382	TTE_EXTRACTED	T620	0.443	55	308	EXTRACTABLE	64	305	81.0	298.0		
terminal_1378	CLEAN	332	TTE_EXTRACTED	T618	0.401	55	303	EXTRACTABLE	56	300	81.0	293.0		
terminal_1379	CLEAN	380	TTE_EXTRACTED	T617	0.428	55	301	EXTRACTABLE	52	291	81.0	291.0		
terminal_1380	OTHER_SUBSTITUTE	316	TTE_EXTRACTED	T620	0.441	1	240	EXTRACTABLE	6	237	17.0	230.0		
terminal_1381	CLEAN	385	TTE_EXTRACTED	T617	0.417	55	305	EXTRACTABLE	58	297	81.0	295.0		
terminal_1382	CLEAN	377	TTE_EXTRACTED	T618	0.407	57	298	EXTRACTABLE	65	290	83.0	288.0		
terminal_1383	CLEAN	394	TTE_EXTRACTED	T617	0.395	54	302	EXTRACTABLE	53	300	80.0	292.0		
terminal_1384	CLEAN	378	TTE_EXTRACTED	T620	0.424	55	302	EXTRACTABLE	67	292	81.0	292.0		
terminal_1385	CLEAN	379	TTE_EXTRACTED	T621	0.401	55	302	EXTRACTABLE	67	292	81.0	292.0		
terminal_1386	CLEAN	369	TTE_EXTRACTED	T617	0.399	55	292	EXTRACTABLE	57	290	81.0	282.0		
terminal_1387	RNAP_SUBSTITUTE	580	TTE_NO_TEMPLATE					NO_HIT						
terminal_1388	CLEAN	349	TTE_EXTRACTED	T621	0.411	24	270	EXTRACTABLE	23	269	48.0	260.0		
terminal_1389	CLEAN	380	TTE_EXTRACTED	T619	0.403	56	302	EXTRACTABLE	67	301	80.0	292.0		
terminal_1390	CLEAN	380	TTE_EXTRACTED	T621	0.4	56	302	EXTRACTABLE	57	301	80.0	292.0		
terminal_1391	CLEAN	382	TTE_EXTRACTED	T619	0.44	56	303	EXTRACTABLE	69	303	80.0	293.0		
